A/DT new/JJ MA/NN in/IN human/JJ rights/NNS Anew/DTJJ newMA/JJNN MAin/NNIN inhuman/INJJ humanrights/JJNNS AnewMA/DTJJNN newMAin/JJNNIN MAinhuman/NNINJJ inhumanrights/INJJNNS 66 degree%1:10:00::
people/NNS was/VBD the/DT to/TO which/WDT the/DT peoplewas/NNSVBD wasthe/VBDDT theto/DTTO towhich/TOWDT whichthe/WDTDT peoplewasthe/NNSVBDDT wastheto/VBDDTTO thetowhich/DTTOWDT towhichthe/TOWDTDT 179 degree%1:07:00::
growth/NN of/IN a/DT of/IN anti/JJ -/: growthof/NNIN ofa/INDT aof/DTIN ofanti/INJJ anti-/JJ: growthofa/NNINDT ofaof/INDTIN aofanti/DTINJJ ofanti-/INJJ: 89 degree%1:07:00::
growth/NN of/IN a/DT of/IN anti/JJ -/: growthof/NNIN ofa/INDT aof/DTIN ofanti/INJJ anti-/JJ: growthofa/NNINDT ofaof/INDTIN aofanti/DTINJJ ofanti-/INJJ: 89 degree%1:26:01::
is/VBZ to/TO some/DT affected/VBN by/IN being/VBG isto/VBZTO tosome/TODT someaffected/DTVBN affectedby/VBNIN bybeing/INVBG istosome/VBZTODT tosomeaffected/TODTVBN someaffectedby/DTVBNIN affectedbybeing/VBNINVBG 73 degree%1:07:00::
effected/VBN with/IN some/DT of/IN sympathy/NN for/IN effectedwith/VBNIN withsome/INDT someof/DTIN ofsympathy/INNN sympathyfor/NNIN effectedwithsome/VBNINDT withsomeof/INDTIN someofsympathy/DTINNN ofsympathyfor/INNNIN 79 degree%1:07:00::
and/CC was/VBD a/DT or/CC -LRB-/-LRB- if/IN andwas/CCVBD wasa/VBDDT aor/DTCC or-LRB-/CC-LRB- -LRB-if/-LRB-IN andwasa/CCVBDDT wasaor/VBDDTCC aor-LRB-/DTCC-LRB- or-LRB-if/CC-LRB-IN 110 degree%1:07:00::
to/TO an/DT increasing/VBG throughout/IN the/DT 1990s/CD toan/TODT anincreasing/DTVBG increasingthroughout/VBGIN throughoutthe/INDT the1990s/DTCD toanincreasing/TODTVBG anincreasingthroughout/DTVBGIN increasingthroughoutthe/VBGINDT throughoutthe1990s/INDTCD 62 degree%1:07:00::
infected/JJ and/CC the/DT of/IN compassion/NN and/CC infectedand/JJCC andthe/CCDT theof/DTIN ofcompassion/INNN compassionand/NNCC infectedandthe/JJCCDT andtheof/CCDTIN theofcompassion/DTINNN ofcompassionand/INNNCC 92 degree%1:07:00::
petals/NNS in/IN differing/VBG of/IN white/JJ rose/NN petalsin/NNSIN indiffering/INVBG differingof/VBGIN ofwhite/INJJ whiterose/JJNN petalsindiffering/NNSINVBG indifferingof/INVBGIN differingofwhite/VBGINJJ ofwhiterose/INJJNN 63 degree%1:07:00::
petals/NNS in/IN differing/VBG of/IN white/JJ rose/NN petalsin/NNSIN indiffering/INVBG differingof/VBGIN ofwhite/INJJ whiterose/JJNN petalsindiffering/NNSINVBG indifferingof/INVBGIN differingofwhite/VBGINJJ ofwhiterose/INJJNN 63 degree%1:26:01::
actually/RB prefer/VBP varying/VBG of/IN shade/NN which/WDT actuallyprefer/RBVBP prefervarying/VBPVBG varyingof/VBGIN ofshade/INNN shadewhich/NNWDT actuallyprefervarying/RBVBPVBG prefervaryingof/VBPVBGIN varyingofshade/VBGINNN ofshadewhich/INNNWDT 70 degree%1:26:01::
thinking/VBG and/CC using/VBG and/CC deciding/VBG whether/IN thinkingand/VBGCC andusing/CCVBG usingand/VBGCC anddeciding/CCVBG decidingwhether/VBGIN thinkingandusing/VBGCCVBG andusingand/CCVBGCC usinganddeciding/VBGCCVBG anddecidingwhether/CCVBGIN 76 degree%1:23:00::
and/CC seek/VB a/DT of/IN anonymity/NN from/IN andseek/CCVB seeka/VBDT aof/DTIN ofanonymity/INNN anonymityfrom/NNIN andseeka/CCVBDT seekaof/VBDTIN aofanonymity/DTINNN ofanonymityfrom/INNNIN 111 degree%1:26:01::
met/VBD with/IN a/DT of/IN resistance/NN for/IN metwith/VBDIN witha/INDT aof/DTIN ofresistance/INNN resistancefor/NNIN metwitha/VBDINDT withaof/INDTIN aofresistance/DTINNN ofresistancefor/INNNIN 83 degree%1:07:00::
met/VBD with/IN a/DT of/IN resistance/NN for/IN metwith/VBDIN witha/INDT aof/DTIN ofresistance/INNN resistancefor/NNIN metwitha/VBDINDT withaof/INDTIN aofresistance/DTINNN ofresistancefor/INNNIN 83 degree%1:07:01::
as/IN lists/NNS of/IN obtained/VBN by/IN previous/JJ aslists/INNNS listsof/NNSIN ofobtained/INVBN obtainedby/VBNIN byprevious/INJJ aslistsof/INNNSIN listsofobtained/NNSINVBN ofobtainedby/INVBNIN obtainedbyprevious/VBNINJJ 110 degree%1:10:00::
it/PRP expects/VBZ a/DT of/IN loyalty/NN verging/NN itexpects/PRPVBZ expectsa/VBZDT aof/DTIN ofloyalty/INNN loyaltyverging/NNNN itexpectsa/PRPVBZDT expectsaof/VBZDTIN aofloyalty/DTINNN ofloyaltyverging/INNNNN 120 degree%1:07:00::
1977/CD after/IN my/PRP$ course/NN _/NNP _/NNP 1977after/CDIN aftermy/INPRP$ mycourse/PRP$NN course_/NNNNP __/NNPNNP 1977aftermy/CDINPRP$ aftermycourse/INPRP$NN mycourse_/PRP$NNNNP course__/NNNNPNNP 138 degree%1:10:00::
research/NN following/VBG my/PRP$ course/NN but/CC this/DT researchfollowing/NNVBG followingmy/VBGPRP$ mycourse/PRP$NN coursebut/NNCC butthis/CCDT researchfollowingmy/NNVBGPRP$ followingmycourse/VBGPRP$NN mycoursebut/PRP$NNCC coursebutthis/NNCCDT 153 degree%1:10:00::
Leicester/NN with/IN a/DT in/IN psychology/NN was/VBD Leicesterwith/NNIN witha/INDT ain/DTIN inpsychology/INNN psychologywas/NNVBD Leicesterwitha/NNINDT withain/INDTIN ainpsychology/DTINNN inpsychologywas/INNNVBD 97 degree%1:10:00::
after/IN his/PRP$ undergraduate/NN he/PRP had/VBD asked/VBN afterhis/INPRP$ hisundergraduate/PRP$NN undergraduatehe/NNPRP hehad/PRPVBD hadasked/VBDVBN afterhisundergraduate/INPRP$NN hisundergraduatehe/PRP$NNPRP undergraduatehehad/NNPRPVBD hehadasked/PRPVBDVBN 84 degree%1:10:00::
funding/VBG access/NN to/TO courses/NNS on/IN scholarships/NNS fundingaccess/VBGNN accessto/NNTO tocourses/TONNS courseson/NNSIN onscholarships/INNNS fundingaccessto/VBGNNTO accesstocourses/NNTONNS tocourseson/TONNSIN coursesonscholarships/NNSINNNS 118 degree%1:10:00::
the/DT police/NN what/WP of/IN co/FW -/: thepolice/DTNN policewhat/NNWP whatof/WPIN ofco/INFW co-/FW: thepolicewhat/DTNNWP policewhatof/NNWPIN whatofco/WPINFW ofco-/INFW: 157 degree%1:07:01::
the/DT police/NN what/WP of/IN co/FW -/: thepolice/DTNN policewhat/NNWP whatof/WPIN ofco/INFW co-/FW: thepolicewhat/DTNNWP policewhatof/NNWPIN whatofco/WPINFW ofco-/INFW: 157 degree%1:26:01::
over/IN any/DT extended/JJ course/NN in/IN the/DT overany/INDT anyextended/DTJJ extendedcourse/JJNN coursein/NNIN inthe/INDT overanyextended/INDTJJ anyextendedcourse/DTJJNN extendedcoursein/JJNNIN courseinthe/NNINDT 105 degree%1:10:00::
operate/VB with/IN a/DT of/IN social/JJ anonymity/NN operatewith/VBIN witha/INDT aof/DTIN ofsocial/INJJ socialanonymity/JJNN operatewitha/VBINDT withaof/INDTIN aofsocial/DTINJJ ofsocialanonymity/INJJNN 132 degree%1:26:01::
necessarily/RB returns/VBZ a/DT of/IN humanity/NN to/TO necessarilyreturns/RBVBZ returnsa/VBZDT aof/DTIN ofhumanity/INNN humanityto/NNTO necessarilyreturnsa/RBVBZDT returnsaof/VBZDTIN aofhumanity/DTINNN ofhumanityto/INNNTO 130 degree%1:07:00::
necessarily/RB returns/VBZ a/DT of/IN humanity/NN to/TO necessarilyreturns/RBVBZ returnsa/VBZDT aof/DTIN ofhumanity/INNN humanityto/NNTO necessarilyreturnsa/RBVBZDT returnsaof/VBZDTIN aofhumanity/DTINNN ofhumanityto/INNNTO 130 degree%1:26:01::
to/TO the/DT nth/NN in/IN completing/VBG his/PRP$ tothe/TODT thenth/DTNN nthin/NNIN incompleting/INVBG completinghis/VBGPRP$ tothenth/TODTNN thenthin/DTNNIN nthincompleting/NNINVBG incompletinghis/INVBGPRP$ 108 degree%1:09:00::
there/EX was/VBD a/DT of/IN comprehension/NN if/IN therewas/EXVBD wasa/VBDDT aof/DTIN ofcomprehension/INNN comprehensionif/NNIN therewasa/EXVBDDT wasaof/VBDDTIN aofcomprehension/DTINNN ofcomprehensionif/INNNIN 70 degree%1:07:00::
in/IN no/DT small/JJ to/TO the/DT legends/NNS inno/INDT nosmall/DTJJ smallto/JJTO tothe/TODT thelegends/DTNNS innosmall/INDTJJ nosmallto/DTJJTO smalltothe/JJTODT tothelegends/TODTNNS 79 degree%1:07:00::
there/EX is/VBZ some/DT of/IN selfdetermination/NN in/IN thereis/EXVBZ issome/VBZDT someof/DTIN ofselfdetermination/INNN selfdeterminationin/NNIN thereissome/EXVBZDT issomeof/VBZDTIN someofselfdetermination/DTINNN ofselfdeterminationin/INNNIN 131 degree%1:07:00::
greater/JJR or/CC lesser/JJR under/IN normal/JJ circumstances/NNS greateror/JJRCC orlesser/CCJJR lesserunder/JJRIN undernormal/INJJ normalcircumstances/JJNNS greaterorlesser/JJRCCJJR orlesserunder/CCJJRIN lesserundernormal/JJRINJJ undernormalcircumstances/INJJNNS 135 degree%1:07:00::
greater/JJR or/CC lesser/JJR under/IN normal/JJ circumstances/NNS greateror/JJRCC orlesser/CCJJR lesserunder/JJRIN undernormal/INJJ normalcircumstances/JJNNS greaterorlesser/JJRCCJJR orlesserunder/CCJJRIN lesserundernormal/JJRINJJ undernormalcircumstances/INJJNNS 135 degree%1:26:01::
and/CC to/TO a/DT they/PRP are/VBP naturalistic/JJ andto/CCTO toa/TODT athey/DTPRP theyare/PRPVBP arenaturalistic/VBPJJ andtoa/CCTODT toathey/TODTPRP atheyare/DTPRPVBP theyarenaturalistic/PRPVBPJJ 84 degree%1:07:00::
to/TO a/DT drastic/JJ levels/NNS of/IN disposable/JJ toa/TODT adrastic/DTJJ drasticlevels/JJNNS levelsof/NNSIN ofdisposable/INJJ toadrastic/TODTJJ adrasticlevels/DTJJNNS drasticlevelsof/JJNNSIN levelsofdisposable/NNSINJJ 129 degree%1:07:00::
the/DT much/RB greater/JJR of/IN sophistication/NN which/WDT themuch/DTRB muchgreater/RBJJR greaterof/JJRIN ofsophistication/INNN sophisticationwhich/NNWDT themuchgreater/DTRBJJR muchgreaterof/RBJJRIN greaterofsophistication/JJRINNN ofsophisticationwhich/INNNWDT 92 degree%1:07:00::
with/IN a/DT high/NN of/IN pride/NN in/IN witha/INDT ahigh/DTNN highof/NNIN ofpride/INNN pridein/NNIN withahigh/INDTNN ahighof/DTNNIN highofpride/NNINNN ofpridein/INNNIN 120 degree%1:07:00::
market/NN with/IN a/DT of/IN positive/JJ elasticity/NN marketwith/NNIN witha/INDT aof/DTIN ofpositive/INJJ positiveelasticity/JJNN marketwitha/NNINDT withaof/INDTIN aofpositive/DTINJJ ofpositiveelasticity/INJJNN 68 degree%1:07:01::
market/NN with/IN a/DT of/IN positive/JJ elasticity/NN marketwith/NNIN witha/INDT aof/DTIN ofpositive/INJJ positiveelasticity/JJNN marketwitha/NNINDT withaof/INDTIN aofpositive/DTINJJ ofpositiveelasticity/INJJNN 68 degree%1:26:01::
and/CC kept/VBD the/DT of/IN cross/NN -/: andkept/CCVBD keptthe/VBDDT theof/DTIN ofcross/INNN cross-/NN: andkeptthe/CCVBDDT kepttheof/VBDDTIN theofcross/DTINNN ofcross-/INNN: 98 degree%1:07:00::
and/CC kept/VBD the/DT of/IN cross/NN -/: andkept/CCVBD keptthe/VBDDT theof/DTIN ofcross/INNN cross-/NN: andkeptthe/CCVBDDT kepttheof/VBDDTIN theofcross/DTINNN ofcross-/INNN: 98 degree%1:26:01::
traffics/NNS to/TO some/DT or/CC other/JJ there/RB trafficsto/NNSTO tosome/TODT someor/DTCC orother/CCJJ otherthere/JJRB trafficstosome/NNSTODT tosomeor/TODTCC someorother/DTCCJJ orotherthere/CCJJRB 115 degree%1:07:00::
only/RB one/CD of/IN _/NNP _/NNP _/NNP onlyone/RBCD oneof/CDIN of_/INNNP __/NNPNNP __/NNPNNP onlyoneof/RBCDIN oneof_/CDINNNP of__/INNNPNNP ___/NNPNNPNNP 114 degree%1:07:00::
to/TO such/PDT a/DT that/IN audiences/NNS soon/RB tosuch/TOPDT sucha/PDTDT athat/DTIN thataudiences/INNNS audiencessoon/NNSRB tosucha/TOPDTDT suchathat/PDTDTIN athataudiences/DTINNNS thataudiencessoon/INNNSRB 98 degree%1:07:00::
to/TO such/PDT a/DT that/IN audiences/NNS soon/RB tosuch/TOPDT sucha/PDTDT athat/DTIN thataudiences/INNNS audiencessoon/NNSRB tosucha/TOPDTDT suchathat/PDTDTIN athataudiences/DTINNNS thataudiencessoon/INNNSRB 98 degree%1:26:01::
Because/IN of/IN the/DT of/IN processing/NN involved/VBN Becauseof/ININ ofthe/INDT theof/DTIN ofprocessing/INNN processinginvolved/NNVBN Becauseofthe/ININDT oftheof/INDTIN theofprocessing/DTINNN ofprocessinginvolved/INNNVBN 76 degree%1:07:00::
and/CC a/DT fair/NN of/IN stamina/FW _/FW anda/CCDT afair/DTNN fairof/NNIN ofstamina/INFW stamina_/FWFW andafair/CCDTNN afairof/DTNNIN fairofstamina/NNINFW ofstamina_/INFWFW 105 degree%1:07:00::
and/CC a/DT fair/NN of/IN stamina/FW _/FW anda/CCDT afair/DTNN fairof/NNIN ofstamina/INFW stamina_/FWFW andafair/CCDTNN afairof/DTNNIN fairofstamina/NNINFW ofstamina_/INFWFW 105 degree%1:26:01::
maintain/VB a/DT high/NN of/IN accuracy/NN _/NN maintaina/VBDT ahigh/DTNN highof/NNIN ofaccuracy/INNN accuracy_/NNNN maintainahigh/VBDTNN ahighof/DTNNIN highofaccuracy/NNINNN ofaccuracy_/INNNNN 71 degree%1:07:00::
Rover/NNP to/TO a/DT consistent/JJ with/IN their/PRP$ Roverto/NNPTO toa/TODT aconsistent/DTJJ consistentwith/JJIN withtheir/INPRP$ Rovertoa/NNPTODT toaconsistent/TODTJJ aconsistentwith/DTJJIN consistentwiththeir/JJINPRP$ 105 degree%1:26:01::
breed/NN have/VBP a/DT of/IN aggression/NN Graham/NNP breedhave/NNVBP havea/VBPDT aof/DTIN ofaggression/INNN aggressionGraham/NNNNP breedhavea/NNVBPDT haveaof/VBPDTIN aofaggression/DTINNN ofaggressionGraham/INNNNNP 40 degree%1:07:00::
shows/VBZ a/DT marked/JJ of/IN aggression/NN with/IN showsa/VBZDT amarked/DTJJ markedof/JJIN ofaggression/INNN aggressionwith/NNIN showsamarked/VBZDTJJ amarkedof/DTJJIN markedofaggression/JJINNN ofaggressionwith/INNNIN 84 degree%1:07:00::
thousandths/NNS of/IN a/DT of/IN absolute/JJ zero/NN thousandthsof/NNSIN ofa/INDT aof/DTIN ofabsolute/INJJ absolutezero/JJNN thousandthsofa/NNSINDT ofaof/INDTIN aofabsolute/DTINJJ ofabsolutezero/INJJNN 103 degree%1:23:03::
millionth/NN of/IN a/DT above/JJ absolute/JJ zero/NN millionthof/NNIN ofa/INDT aabove/DTJJ aboveabsolute/JJJJ absolutezero/JJNN millionthofa/NNINDT ofaabove/INDTJJ aaboveabsolute/DTJJJJ aboveabsolutezero/JJJJNN 69 degree%1:23:03::
to/TO vary/VB the/DT of/IN coupling/NN between/IN tovary/TOVB varythe/VBDT theof/DTIN ofcoupling/INNN couplingbetween/NNIN tovarythe/TOVBDT varytheof/VBDTIN theofcoupling/DTINNN ofcouplingbetween/INNNIN 84 degree%1:23:00::
is/VBZ to/TO some/DT dialogic/JJ _/NNP _/NNP isto/VBZTO tosome/TODT somedialogic/DTJJ dialogic_/JJNNP __/NNPNNP istosome/VBZTODT tosomedialogic/TODTJJ somedialogic_/DTJJNNP dialogic__/JJNNPNNP 110 degree%1:07:00::
to/TO an/DT English/JJ course/NN soon/RB induces/VBZ toan/TODT anEnglish/DTJJ Englishcourse/JJNN coursesoon/NNRB sooninduces/RBVBZ toanEnglish/TODTJJ anEnglishcourse/DTJJNN Englishcoursesoon/JJNNRB coursesooninduces/NNRBVBZ 131 degree%1:10:00::
_/FW _/FW Higher/JJR in/IN English/NNP are/VBP __/FWFW _Higher/FWJJR Higherin/JJRIN inEnglish/INNNP Englishare/NNPVBP __Higher/FWFWJJR _Higherin/FWJJRIN HigherinEnglish/JJRINNNP inEnglishare/INNNPVBP 87 degree%1:10:00::
well/RB at/IN higher/JJR level/NN and/CC then/RB wellat/RBIN athigher/INJJR higherlevel/JJRNN leveland/NNCC andthen/CCRB wellathigher/RBINJJR athigherlevel/INJJRNN higherleveland/JJRNNCC levelandthen/NNCCRB 104 degree%1:10:00::
to/TO a/DT high/JJ culture/NN -/: specific/JJ toa/TODT ahigh/DTJJ highculture/JJNN culture-/NN: -specific/:JJ toahigh/TODTJJ ahighculture/DTJJNN highculture-/JJNN: culture-specific/NN:JJ 89 degree%1:07:00::
of/IN the/DT undergraduate/NN with/IN its/PRP$ confused/JJ ofthe/INDT theundergraduate/DTNN undergraduatewith/NNIN withits/INPRP$ itsconfused/PRP$JJ oftheundergraduate/INDTNN theundergraduatewith/DTNNIN undergraduatewithits/NNINPRP$ withitsconfused/INPRP$JJ 121 degree%1:10:00::
for/IN an/DT English/NNP but/CC would/MD be/VB foran/INDT anEnglish/DTNNP Englishbut/NNPCC butwould/CCMD wouldbe/MDVB foranEnglish/INDTNNP anEnglishbut/DTNNPCC Englishbutwould/NNPCCMD butwouldbe/CCMDVB 114 degree%1:10:00::
forms/NNS of/IN English/NNP with/IN their/PRP$ recurring/VBG formsof/NNSIN ofEnglish/INNNP Englishwith/NNPIN withtheir/INPRP$ theirrecurring/PRP$VBG formsofEnglish/NNSINNNP ofEnglishwith/INNNPIN Englishwiththeir/NNPINPRP$ withtheirrecurring/INPRP$VBG 86 degree%1:10:00::
go/VB with/IN a/DT which/WDT would/MD study/VB gowith/VBIN witha/INDT awhich/DTWDT whichwould/WDTMD wouldstudy/MDVB gowitha/VBINDT withawhich/INDTWDT awhichwould/DTWDTMD whichwouldstudy/WDTMDVB 95 degree%1:10:00::
mind/NN is/VBZ the/DT in/IN music/NN which/WDT mindis/NNVBZ isthe/VBZDT thein/DTIN inmusic/INNN musicwhich/NNWDT mindisthe/NNVBZDT isthein/VBZDTIN theinmusic/DTINNN inmusicwhich/INNNWDT 98 degree%1:10:00::
rewarding/JJ than/IN existing/VBG in/IN English/NNP Literature/NNP rewardingthan/JJIN thanexisting/INVBG existingin/VBGIN inEnglish/INNNP EnglishLiterature/NNPNNP rewardingthanexisting/JJINVBG thanexistingin/INVBGIN existinginEnglish/VBGINNNP inEnglishLiterature/INNNPNNP 100 degree%1:10:00::
would/MD be/VB a/DT in/IN music/NN and/CC wouldbe/MDVB bea/VBDT ain/DTIN inmusic/INNN musicand/NNCC wouldbea/MDVBDT beain/VBDTIN ainmusic/DTINNN inmusicand/INNNCC 70 degree%1:10:00::
into/IN some/DT English/NNP under/IN the/DT aegis/NN intosome/INDT someEnglish/DTNNP Englishunder/NNPIN underthe/INDT theaegis/DTNN intosomeEnglish/INDTNNP someEnglishunder/DTNNPIN Englishunderthe/NNPINDT undertheaegis/INDTNN 92 degree%1:10:00::
enrolled/VBN in/IN English/NNP even/RB those/DT with/IN enrolledin/VBNIN inEnglish/INNNP Englisheven/NNPRB eventhose/RBDT thosewith/DTIN enrolledinEnglish/VBNINNNP inEnglisheven/INNNPRB Englisheventhose/NNPRBDT eventhosewith/RBDTIN 86 degree%1:10:00::
to/TO take/VB a/DT in/IN poetry/NN _/NN totake/TOVB takea/VBDT ain/DTIN inpoetry/INNN poetry_/NNNN totakea/TOVBDT takeain/VBDTIN ainpoetry/DTINNN inpoetry_/INNNNN 91 degree%1:10:00::
on/IN in/IN English/NNP in/IN order/NN to/TO onin/ININ inEnglish/INNNP Englishin/NNPIN inorder/INNN orderto/NNTO oninEnglish/ININNNP inEnglishin/INNNPIN Englishinorder/NNPINNN inorderto/INNNTO 97 degree%1:10:00::
had/VBD taken/VBN a/DT in/IN it/PRP _/CD hadtaken/VBDVBN takena/VBNDT ain/DTIN init/INPRP it_/PRPCD hadtakena/VBDVBNDT takenain/VBNDTIN ainit/DTINPRP init_/INPRPCD 112 degree%1:10:00::
Studies/NNS and/CC a/DT in/IN poetry/NN is/VBZ Studiesand/NNSCC anda/CCDT ain/DTIN inpoetry/INNN poetryis/NNVBZ Studiesanda/NNSCCDT andain/CCDTIN ainpoetry/DTINNN inpoetryis/INNNVBZ 98 degree%1:10:00::
with/IN a/DT heroic/JJ of/IN conviction/NN _/NN witha/INDT aheroic/DTJJ heroicof/JJIN ofconviction/INNN conviction_/NNNN withaheroic/INDTJJ aheroicof/DTJJIN heroicofconviction/JJINNN ofconviction_/INNNNN 69 degree%1:07:01::
with/IN a/DT heroic/JJ of/IN conviction/NN _/NN witha/INDT aheroic/DTJJ heroicof/JJIN ofconviction/INNN conviction_/NNNN withaheroic/INDTJJ aheroicof/DTJJIN heroicofconviction/JJINNN ofconviction_/INNNNN 69 degree%1:26:01::
of/IN the/DT greater/JJR of/IN litigious/JJ activity/NN ofthe/INDT thegreater/DTJJR greaterof/JJRIN oflitigious/INJJ litigiousactivity/JJNN ofthegreater/INDTJJR thegreaterof/DTJJRIN greateroflitigious/JJRINJJ oflitigiousactivity/INJJNN 88 degree%1:07:00::
a/DT surprisingly/RB high/JJ _/NNP _/NNP _/NNP asurprisingly/DTRB surprisinglyhigh/RBJJ high_/JJNNP __/NNPNNP __/NNPNNP asurprisinglyhigh/DTRBJJ surprisinglyhigh_/RBJJNNP high__/JJNNPNNP ___/NNPNNPNNP 74 degree%1:26:01::
to/TO an/DT equal/JJ _/NNP _/NNP _/NNP toan/TODT anequal/DTJJ equal_/JJNNP __/NNPNNP __/NNPNNP toanequal/TODTJJ anequal_/DTJJNNP equal__/JJNNPNNP ___/NNPNNPNNP 118 degree%1:07:00::
:/: Anticipating/VBG a/DT of/IN elitism/NN From/IN :Anticipating/:VBG Anticipatinga/VBGDT aof/DTIN ofelitism/INNN elitismFrom/NNIN :Anticipatinga/:VBGDT Anticipatingaof/VBGDTIN aofelitism/DTINNN ofelitismFrom/INNNIN 95 degree%1:07:00::
:/: Anticipating/VBG a/DT of/IN elitism/NN From/IN :Anticipating/:VBG Anticipatinga/VBGDT aof/DTIN ofelitism/INNN elitismFrom/NNIN :Anticipatinga/:VBGDT Anticipatingaof/VBGDTIN aofelitism/DTINNN ofelitismFrom/INNNIN 95 degree%1:07:01::
:/: Anticipating/VBG a/DT of/IN elitism/NN From/IN :Anticipating/:VBG Anticipatinga/VBGDT aof/DTIN ofelitism/INNN elitismFrom/NNIN :Anticipatinga/:VBGDT Anticipatingaof/VBGDTIN aofelitism/DTINNN ofelitismFrom/INNNIN 66 degree%1:07:00::
:/: Anticipating/VBG a/DT of/IN elitism/NN From/IN :Anticipating/:VBG Anticipatinga/VBGDT aof/DTIN ofelitism/INNN elitismFrom/NNIN :Anticipatinga/:VBGDT Anticipatingaof/VBGDTIN aofelitism/DTINNN ofelitismFrom/INNNIN 66 degree%1:07:01::
have/VBP completed/VBN my/PRP$ I/PRP may/MD often/RB havecompleted/VBPVBN completedmy/VBNPRP$ myI/PRP$PRP Imay/PRPMD mayoften/MDRB havecompletedmy/VBPVBNPRP$ completedmyI/VBNPRP$PRP myImay/PRP$PRPMD Imayoften/PRPMDRB 87 degree%1:10:00::
