great/JJ seeker/NN of/IN in/IN books/NNS but/CC greatseeker/JJNN seekerof/NNIN ofin/ININ inbooks/INNNS booksbut/NNSCC greatseekerof/JJNNIN seekerofin/NNININ ofinbooks/ININNNS inbooksbut/INNNSCC 113 shelter%1:26:00::
accommodation/NN under/IN the/DT of/IN the/DT reslated/VBN accommodationunder/NNIN underthe/INDT theof/DTIN ofthe/INDT thereslated/DTVBN accommodationunderthe/NNINDT undertheof/INDTIN theofthe/DTINDT ofthereslated/INDTVBN 153 shelter%1:26:00::
them/PRP food/NN and/CC medicine/NN and/CC chance/NN themfood/PRPNN foodand/NNCC andmedicine/CCNN medicineand/NNCC andchance/CCNN themfoodand/PRPNNCC foodandmedicine/NNCCNN andmedicineand/CCNNCC medicineandchance/NNCCNN 80 shelter%1:26:00::
which/WDT hangars/VBZ missile/NN nuclear/JJ bomb/NN stores/NNS whichhangars/WDTVBZ hangarsmissile/VBZNN missilenuclear/NNJJ nuclearbomb/JJNN bombstores/NNNNS whichhangarsmissile/WDTVBZNN hangarsmissilenuclear/VBZNNJJ missilenuclearbomb/NNJJNN nuclearbombstores/JJNNNNS 90 shelter%1:06:00::
simply/RB to/TO provide/VB people/NNS had/VBD more/JJR simplyto/RBTO toprovide/TOVB providepeople/VBNNS peoplehad/NNSVBD hadmore/VBDJJR simplytoprovide/RBTOVB toprovidepeople/TOVBNNS providepeoplehad/VBNNSVBD peoplehadmore/NNSVBDJJR 95 shelter%1:26:00::
air/NN -/: raid/NN sketches/NNS Picasso/NNP in/IN air-/NN: -raid/:NN raidsketches/NNNNS sketchesPicasso/NNSNNP Picassoin/NNPIN air-raid/NN:NN -raidsketches/:NNNNS raidsketchesPicasso/NNNNSNNP sketchesPicassoin/NNSNNPIN 95 shelter%1:06:00::
across/IN cities/NNS to/TO soup/NN kitchens/NNS and/CC acrosscities/INNNS citiesto/NNSTO tosoup/TONN soupkitchens/NNNNS kitchensand/NNSCC acrosscitiesto/INNNSTO citiestosoup/NNSTONN tosoupkitchens/TONNNNS soupkitchensand/NNNNSCC 78 shelter%1:06:00::
honeycombed/VBN with/IN underground/JJ _/NNP _/NNP _/NNP honeycombedwith/VBNIN withunderground/INJJ underground_/JJNNP __/NNPNNP __/NNPNNP honeycombedwithunderground/VBNINJJ withunderground_/INJJNNP underground__/JJNNPNNP ___/NNPNNPNNP 69 shelter%1:06:00::
-LRB-/-LRB- which/WDT also/RB savings/NNS from/IN tax/NN -LRB-which/-LRB-WDT whichalso/WDTRB alsosavings/RBNNS savingsfrom/NNSIN fromtax/INNN -LRB-whichalso/-LRB-WDTRB whichalsosavings/WDTRBNNS alsosavingsfrom/RBNNSIN savingsfromtax/NNSINNN 76 shelter%1:21:00::
wind/VB up/RP in/IN are/VBP pure/JJ -/: windup/VBRP upin/RPIN inare/INVBP arepure/VBPJJ pure-/JJ: windupin/VBRPIN upinare/RPINVBP inarepure/INVBPJJ arepure-/VBPJJ: 77 shelter%1:06:00::
often/RB seen/VBN in/IN _/NNP _/NNP _/NNP oftenseen/RBVBN seenin/VBNIN in_/INNNP __/NNPNNP __/NNPNNP oftenseenin/RBVBNIN seenin_/VBNINNNP in__/INNNPNNP ___/NNPNNPNNP 87 shelter%1:06:00::
well/RB -/: protected/JJ and/CC hiding/NN places/NNS well-/RB: -protected/:JJ protectedand/JJCC andhiding/CCNN hidingplaces/NNNNS well-protected/RB:JJ -protectedand/:JJCC protectedandhiding/JJCCNN andhidingplaces/CCNNNNS 95 shelter%1:06:00::
to/TO be/VB afforded/VBN from/IN bombardment/NN to/TO tobe/TOVB beafforded/VBVBN affordedfrom/VBNIN frombombardment/INNN bombardmentto/NNTO tobeafforded/TOVBVBN beaffordedfrom/VBVBNIN affordedfrombombardment/VBNINNN frombombardmentto/INNNTO 82 shelter%1:26:00::
_/VB He/PRP sought/VBD at/IN night/NN with/IN _He/VBPRP Hesought/PRPVBD soughtat/VBDIN atnight/INNN nightwith/NNIN _Hesought/VBPRPVBD Hesoughtat/PRPVBDIN soughtatnight/VBDINNN atnightwith/INNNIN 80 shelter%1:26:00::
to/TO use/VB as/IN for/IN the/DT homeless/NN touse/TOVB useas/VBIN asfor/ININ forthe/INDT thehomeless/DTNN touseas/TOVBIN useasfor/VBININ asforthe/ININDT forthehomeless/INDTNN 90 shelter%1:06:00::
had/VBD reached/VBN the/DT of/IN the/DT station/NN hadreached/VBDVBN reachedthe/VBNDT theof/DTIN ofthe/INDT thestation/DTNN hadreachedthe/VBDVBNDT reachedtheof/VBNDTIN theofthe/DTINDT ofthestation/INDTNN 103 shelter%1:06:01::
out/IN of/IN the/DT of/IN the/DT wall/NN outof/ININ ofthe/INDT theof/DTIN ofthe/INDT thewall/DTNN outofthe/ININDT oftheof/INDTIN theofthe/DTINDT ofthewall/INDTNN 34 shelter%1:06:01::
down/RB in/IN the/DT in/IN the/DT dark/NN downin/RBIN inthe/INDT thein/DTIN inthe/INDT thedark/DTNN downinthe/RBINDT inthein/INDTIN theinthe/DTINDT inthedark/INDTNN 41 shelter%1:06:00::
to/TO in/IN the/DT when/WRB the/DT warden/NN toin/TOIN inthe/INDT thewhen/DTWRB whenthe/WRBDT thewarden/DTNN tointhe/TOINDT inthewhen/INDTWRB thewhenthe/DTWRBDT whenthewarden/WRBDTNN 68 shelter%1:06:00::
Gloria/NNP for/IN the/DT _/NNP _/NNP _/NNP Gloriafor/NNPIN forthe/INDT the_/DTNNP __/NNPNNP __/NNPNNP Gloriaforthe/NNPINDT forthe_/INDTNNP the__/DTNNPNNP ___/NNPNNPNNP 53 shelter%1:26:00::
air/NN -/: raid/NN partly/RB dug/VBD into/IN air-/NN: -raid/:NN raidpartly/NNRB partlydug/RBVBD duginto/VBDIN air-raid/NN:NN -raidpartly/:NNRB raidpartlydug/NNRBVBD partlyduginto/RBVBDIN 93 shelter%1:06:00::
childhood/NN under/IN whose/WP$ I/PRP had/VBD lain/NN childhoodunder/NNIN underwhose/INWP$ whoseI/WP$PRP Ihad/PRPVBD hadlain/VBDNN childhoodunderwhose/NNINWP$ underwhoseI/INWP$PRP whoseIhad/WP$PRPVBD Ihadlain/PRPVBDNN 93 shelter%1:06:00::
childhood/NN under/IN whose/WP$ I/PRP had/VBD lain/NN childhoodunder/NNIN underwhose/INWP$ whoseI/WP$PRP Ihad/PRPVBD hadlain/VBDNN childhoodunderwhose/NNINWP$ underwhoseI/INWP$PRP whoseIhad/WP$PRPVBD Ihadlain/PRPVBDNN 93 shelter%1:26:00::
back/RB into/IN the/DT of/IN the/DT arcade/NN backinto/RBIN intothe/INDT theof/DTIN ofthe/INDT thearcade/DTNN backintothe/RBINDT intotheof/INDTIN theofthe/DTINDT ofthearcade/INDTNN 48 shelter%1:26:00::
dipping/VBG in/IN the/DT of/IN an/DT overhanging/VBG dippingin/VBGIN inthe/INDT theof/DTIN ofan/INDT anoverhanging/DTVBG dippinginthe/VBGINDT intheof/INDTIN theofan/DTINDT ofanoverhanging/INDTVBG 53 shelter%1:26:00::
the/DT woods/NNS for/IN but/CC it/PRP was/VBD thewoods/DTNNS woodsfor/NNSIN forbut/INCC butit/CCPRP itwas/PRPVBD thewoodsfor/DTNNSIN woodsforbut/NNSINCC forbutit/INCCPRP butitwas/CCPRPVBD 70 shelter%1:06:01::
the/DT woods/NNS for/IN but/CC it/PRP was/VBD thewoods/DTNNS woodsfor/NNSIN forbut/INCC butit/CCPRP itwas/PRPVBD thewoodsfor/DTNNSIN woodsforbut/NNSINCC forbutit/INCCPRP butitwas/CCPRPVBD 70 shelter%1:26:00::
St/NNP Mungo/NNP 's/POS for/IN the/DT homeless/NN StMungo/NNPNNP Mungo's/NNPPOS 'sfor/POSIN forthe/INDT thehomeless/DTNN StMungo's/NNPNNPPOS Mungo'sfor/NNPPOSIN 'sforthe/POSINDT forthehomeless/INDTNN 57 shelter%1:06:00::
St/NNP Mungo/NNP 's/POS in/IN City/NNP Road/NNP StMungo/NNPNNP Mungo's/NNPPOS 'sin/POSIN inCity/INNNP CityRoad/NNPNNP StMungo's/NNPNNPPOS Mungo'sin/NNPPOSIN 'sinCity/POSINNNP inCityRoad/INNNPNNP 58 shelter%1:06:00::
places/NNS to/TO take/VB from/IN the/DT streets/NNS placesto/NNSTO totake/TOVB takefrom/VBIN fromthe/INDT thestreets/DTNNS placestotake/NNSTOVB totakefrom/TOVBIN takefromthe/VBINDT fromthestreets/INDTNNS 36 shelter%1:26:00::
_/FW _/FW Atomic/JJ had/VBD been/VBN on/IN __/FWFW _Atomic/FWJJ Atomichad/JJVBD hadbeen/VBDVBN beenon/VBNIN __Atomic/FWFWJJ _Atomichad/FWJJVBD Atomichadbeen/JJVBDVBN hadbeenon/VBDVBNIN 83 shelter%1:06:00::
_/FW _/FW Weekly/NNP drill/NN became/VBD a/DT __/FWFW _Weekly/FWNNP Weeklydrill/NNPNN drillbecame/NNVBD becamea/VBDDT __Weekly/FWFWNNP _Weeklydrill/FWNNPNN Weeklydrillbecame/NNPNNVBD drillbecamea/NNVBDDT 83 shelter%1:06:00::
fall/VB -/: out/IN for/IN big/JJ American/NNP fall-/VB: -out/:IN outfor/ININ forbig/INJJ bigAmerican/JJNNP fall-out/VB:IN -outfor/:ININ outforbig/ININJJ forbigAmerican/INJJNNP 96 shelter%1:06:00::
refused/VBD to/TO take/VB during/IN bomb/NN drills/NNS refusedto/VBDTO totake/TOVB takeduring/VBIN duringbomb/INNN bombdrills/NNNNS refusedtotake/VBDTOVB totakeduring/TOVBIN takeduringbomb/VBINNN duringbombdrills/INNNNNS 77 shelter%1:06:01::
refused/VBD to/TO take/VB during/IN bomb/NN drills/NNS refusedto/VBDTO totake/TOVB takeduring/VBIN duringbomb/INNN bombdrills/NNNNS refusedtotake/VBDTOVB totakeduring/TOVBIN takeduringbomb/VBINNN duringbombdrills/INNNNNS 77 shelter%1:26:00::
investment/NN in/IN deep/JJ so/RB that/IN at/IN investmentin/NNIN indeep/INJJ deepso/JJRB sothat/RBIN thatat/ININ investmentindeep/NNINJJ indeepso/INJJRB deepsothat/JJRBIN sothatat/RBININ 110 shelter%1:21:00::
the/DT swans/NNS find/VBP from/IN the/DT storm/NN theswans/DTNNS swansfind/NNSVBP findfrom/VBPIN fromthe/INDT thestorm/DTNN theswansfind/DTNNSVBP swansfindfrom/NNSVBPIN findfromthe/VBPINDT fromthestorm/INDTNN 54 shelter%1:06:01::
air/NN -/: raid/NN in/IN a/DT corner/NN air-/NN: -raid/:NN raidin/NNIN ina/INDT acorner/DTNN air-raid/NN:NN -raidin/:NNIN raidina/NNINDT inacorner/INDTNN 90 shelter%1:06:00::
the/DT brick/NN bus/NN on/IN nights/NNS such/JJ thebrick/DTNN brickbus/NNNN buson/NNIN onnights/INNNS nightssuch/NNSJJ thebrickbus/DTNNNN brickbuson/NNNNIN busonnights/NNINNNS onnightssuch/INNNSJJ 73 shelter%1:06:00::
the/DT brick/NN bus/NN on/IN nights/NNS such/JJ thebrick/DTNN brickbus/NNNN buson/NNIN onnights/INNNS nightssuch/NNSJJ thebrickbus/DTNNNN brickbuson/NNNNIN busonnights/NNINNNS onnightssuch/INNNSJJ 73 shelter%1:26:00::
in/IN the/DT bus/NN off/IN the/DT top/NN inthe/INDT thebus/DTNN busoff/NNIN offthe/INDT thetop/DTNN inthebus/INDTNN thebusoff/DTNNIN busoffthe/NNINDT offthetop/INDTNN 86 shelter%1:06:00::
in/IN the/DT brick/NN so/IN many/JJ miles/NNS inthe/INDT thebrick/DTNN brickso/NNIN somany/INJJ manymiles/JJNNS inthebrick/INDTNN thebrickso/DTNNIN bricksomany/NNINJJ somanymiles/INJJNNS 102 shelter%1:06:00::
Sheep/NNP in/IN a/DT a/DT pig/NN on/IN Sheepin/NNPIN ina/INDT aa/DTDT apig/DTNN pigon/NNIN Sheepina/NNPINDT inaa/INDTDT aapig/DTDTNN apigon/DTNNIN 68 shelter%1:06:00::
the/DT roadside/NN bus/NN and/CC the/DT wind/NN theroadside/DTNN roadsidebus/NNNN busand/NNCC andthe/CCDT thewind/DTNN theroadsidebus/DTNNNN roadsidebusand/NNNNCC busandthe/NNCCDT andthewind/CCDTNN 46 shelter%1:06:00::
in/IN the/DT bus/NN at/IN the/DT top/NN inthe/INDT thebus/DTNN busat/NNIN atthe/INDT thetop/DTNN inthebus/INDTNN thebusat/DTNNIN busatthe/NNINDT atthetop/INDTNN 54 shelter%1:06:00::
in/IN the/DT bus/NN at/IN the/DT top/NN inthe/INDT thebus/DTNN busat/NNIN atthe/INDT thetop/DTNN inthebus/INDTNN thebusat/DTNNIN busatthe/NNINDT atthetop/INDTNN 54 shelter%1:06:01::
in/IN a/DT brick/NN on/IN a/DT high/JJ ina/INDT abrick/DTNN brickon/NNIN ona/INDT ahigh/DTJJ inabrick/INDTNN abrickon/DTNNIN brickona/NNINDT onahigh/INDTJJ 107 shelter%1:06:00::
dimming/VBG or/CC dappling/VBG of/IN his/PRP$ high/NN dimmingor/VBGCC ordappling/CCVBG dapplingof/VBGIN ofhis/INPRP$ hishigh/PRP$NN dimmingordappling/VBGCCVBG ordapplingof/CCVBGIN dapplingofhis/VBGINPRP$ ofhishigh/INPRP$NN 110 shelter%1:26:00::
Sheep/NNP in/IN the/DT count/NN them/PRP _/CD Sheepin/NNPIN inthe/INDT thecount/DTNN countthem/NNPRP them_/PRPCD Sheepinthe/NNPINDT inthecount/INDTNN thecountthem/DTNNPRP countthem_/NNPRPCD 69 shelter%1:06:00::
the/DT wartime/NN Anderson/NNP Lord/NNP Waverley/NNP and/CC thewartime/DTNN wartimeAnderson/NNNNP AndersonLord/NNPNNP LordWaverley/NNPNNP Waverleyand/NNPCC thewartimeAnderson/DTNNNNP wartimeAndersonLord/NNNNPNNP AndersonLordWaverley/NNPNNPNNP LordWaverleyand/NNPNNPCC 118 shelter%1:06:00::
air/NN -/: raid/NN in/IN Schweinfurt/NNP April/NNP air-/NN: -raid/:NN raidin/NNIN inSchweinfurt/INNNP SchweinfurtApril/NNPNNP air-raid/NN:NN -raidin/:NNIN raidinSchweinfurt/NNINNNP inSchweinfurtApril/INNNPNNP 54 shelter%1:06:00::
air/NN -/: raid/VB a/DT woman/NN 's/POS air-/NN: -raid/:VB raida/VBDT awoman/DTNN woman's/NNPOS air-raid/NN:VB -raida/:VBDT raidawoman/VBDTNN awoman's/DTNNPOS 85 shelter%1:06:00::
for/IN food/NN water/NN from/IN extreme/JJ weather/NN forfood/INNN foodwater/NNNN waterfrom/NNIN fromextreme/INJJ extremeweather/JJNN forfoodwater/INNNNN foodwaterfrom/NNNNIN waterfromextreme/NNINJJ fromextremeweather/INJJNN 79 shelter%1:06:01::
essential/JJ to/TO provide/VB for/IN horses/NNS to/TO essentialto/JJTO toprovide/TOVB providefor/VBIN forhorses/INNNS horsesto/NNSTO essentialtoprovide/JJTOVB toprovidefor/TOVBIN provideforhorses/VBINNNS forhorsesto/INNNSTO 72 shelter%1:26:00::
size/NN for/IN a/DT shed/NN is/VBZ about/IN sizefor/NNIN fora/INDT ashed/DTNN shedis/NNVBZ isabout/VBZIN sizefora/NNINDT forashed/INDTNN ashedis/DTNNVBZ shedisabout/NNVBZIN 65 shelter%1:06:00::
this/DT reason/NN if/IN sheds/NNS are/VBP placed/VBN thisreason/DTNN reasonif/NNIN ifsheds/INNNS shedsare/NNSVBP areplaced/VBPVBN thisreasonif/DTNNIN reasonifsheds/NNINNNS ifshedsare/INNNSVBP shedsareplaced/NNSVBPVBN 80 shelter%1:06:00::
use/VB badly/RB sited/VBN sheds/NNS no/DT matter/NN usebadly/VBRB badlysited/RBVBN sitedsheds/VBNNNS shedsno/NNSDT nomatter/DTNN usebadlysited/VBRBVBN badlysitedsheds/RBVBNNNS sitedshedsno/VBNNNSDT shedsnomatter/NNSDTNN 93 shelter%1:06:00::
if/IN there/EX are/VBP sheds/NNS another/DT horse/NN ifthere/INEX thereare/EXVBP aresheds/VBPNNS shedsanother/NNSDT anotherhorse/DTNN ifthereare/INEXVBP therearesheds/EXVBPNNS areshedsanother/VBPNNSDT shedsanotherhorse/NNSDTNN 111 shelter%1:06:00::
for/IN this/DT reason/NN sheds/NNS and/CC troughs/NNS forthis/INDT thisreason/DTNN reasonsheds/NNNNS shedsand/NNSCC andtroughs/CCNNS forthisreason/INDTNN thisreasonsheds/DTNNNNS reasonshedsand/NNNNSCC shedsandtroughs/NNSCCNNS 126 shelter%1:06:00::
for/IN this/DT reason/NN sheds/NNS and/CC troughs/NNS forthis/INDT thisreason/DTNN reasonsheds/NNNNS shedsand/NNSCC andtroughs/CCNNS forthisreason/INDTNN thisreasonsheds/DTNNNNS reasonshedsand/NNNNSCC shedsandtroughs/NNSCCNNS 126 shelter%1:26:00::
food/NN water/NN and/CC is/VBZ clear/JJ but/CC foodwater/NNNN waterand/NNCC andis/CCVBZ isclear/VBZJJ clearbut/JJCC foodwaterand/NNNNCC waterandis/NNCCVBZ andisclear/CCVBZJJ isclearbut/VBZJJCC 78 shelter%1:06:01::
unable/JJ to/TO find/VB in/IN such/JJ weather/NN unableto/JJTO tofind/TOVB findin/VBIN insuch/INJJ suchweather/JJNN unabletofind/JJTOVB tofindin/TOVBIN findinsuch/VBINJJ insuchweather/INJJNN 75 shelter%1:06:01::
the/DT use/NN of/IN sheds/NNS when/WRB they/PRP theuse/DTNN useof/NNIN ofsheds/INNNS shedswhen/NNSWRB whenthey/WRBPRP theuseof/DTNNIN useofsheds/NNINNNS ofshedswhen/INNNSWRB shedswhenthey/NNSWRBPRP 113 shelter%1:06:00::
Neo/SYM -/: Gothic/JJ with/IN an/DT ecclesiastical/NN Neo-/SYM: -Gothic/:JJ Gothicwith/JJIN withan/INDT anecclesiastical/DTNN Neo-Gothic/SYM:JJ -Gothicwith/:JJIN Gothicwithan/JJINDT withanecclesiastical/INDTNN 64 shelter%1:06:00::
mountain/NN to/TO seek/VB against/IN Mrs/NNP Knelle/NNP mountainto/NNTO toseek/TOVB seekagainst/VBIN againstMrs/INNNP MrsKnelle/NNPNNP mountaintoseek/NNTOVB toseekagainst/TOVBIN seekagainstMrs/VBINNNP againstMrsKnelle/INNNPNNP 70 shelter%1:06:01::
mountain/NN to/TO seek/VB against/IN Mrs/NNP Knelle/NNP mountainto/NNTO toseek/TOVB seekagainst/VBIN againstMrs/INNNP MrsKnelle/NNPNNP mountaintoseek/NNTOVB toseekagainst/TOVBIN seekagainstMrs/VBINNNP againstMrsKnelle/INNNPNNP 70 shelter%1:26:00::
